UserIDRe,ItemIDRe,Rating
1071,2191,1.0
1071,4847,1.0
1071,6349,1.0
1071,6556,1.0
1071,6592,1.0
1071,6994,1.0
1071,10783,1.0
1072,1356,1.0
1072,1656,1.0
1072,4769,1.0
1072,5605,1.0
1072,6330,1.0
1072,7566,1.0
1072,8278,1.0
1072,9717,1.0
1072,11258,1.0
1073,3,1.0
1073,836,1.0
1073,1595,1.0
1073,1924,1.0
1073,2882,1.0
1073,2985,1.0
1073,3304,1.0
1073,3352,1.0
1073,3537,1.0
1073,4024,1.0
1073,4818,1.0
1073,5662,1.0
1073,6184,1.0
1073,6191,1.0
1073,6337,1.0
1073,6365,1.0
1073,6379,1.0
1073,6719,1.0
1073,6721,1.0
1073,6802,1.0
1073,6807,1.0
1073,6841,1.0
1073,6844,1.0
1073,7199,1.0
1073,7673,1.0
1073,8055,1.0
1073,8178,1.0
1073,8214,1.0
1073,8251,1.0
1073,8280,1.0
1073,8645,1.0
1073,8674,1.0
1073,8683,1.0
1073,8730,1.0
1073,8732,1.0
1073,8745,1.0
1073,8867,1.0
1073,8963,1.0
1073,9076,1.0
1073,9082,1.0
1073,9185,1.0
1073,9206,1.0
1073,9319,1.0
1073,9354,1.0
1073,9357,1.0
1073,9366,1.0
1073,9373,1.0
1073,9391,1.0
1073,9392,1.0
1073,9409,1.0
1073,9423,1.0
1073,9449,1.0
1073,9509,1.0
1073,9558,1.0
1073,9584,1.0
1073,9600,1.0
1073,9673,1.0
1073,9680,1.0
1073,9688,1.0
1073,9697,1.0
1073,9781,1.0
1073,9892,1.0
1073,9989,1.0
1073,10035,1.0
1073,10049,1.0
1073,10054,1.0
1073,10080,1.0
1073,10128,1.0
1073,10157,1.0
1073,10188,1.0
1073,10209,1.0
1073,10302,1.0
1073,10332,1.0
1073,10361,1.0
1073,10423,1.0
1073,10509,1.0
1073,10536,1.0
1073,10561,1.0
1073,10588,1.0
1073,10590,1.0
1073,10690,1.0
1073,10949,1.0
1073,11179,1.0
1073,11213,1.0
1073,11272,1.0
1073,11286,1.0
1073,11297,1.0
1073,11324,1.0
1073,11340,1.0
1073,11360,1.0
1073,11404,1.0
1073,11411,1.0
1073,11431,1.0
1073,11464,1.0
1073,11535,1.0
1073,11546,1.0
1073,11571,1.0
1073,11576,1.0
1073,11592,1.0
1073,11631,1.0
1073,11682,1.0
1073,11718,1.0
1073,11789,1.0
1073,11797,1.0
1073,11811,1.0
1073,11812,1.0
1073,11840,1.0
1073,11880,1.0
1073,11926,1.0
1073,12018,1.0
1073,12058,1.0
1073,12069,1.0
1073,12086,1.0
1073,12095,1.0
1073,12107,1.0
1073,12118,1.0
1073,12129,1.0
1073,12180,1.0
1073,12205,1.0
1073,12303,1.0
1073,12325,1.0
1073,12336,1.0
1073,12351,1.0
1073,12434,1.0
1073,12462,1.0
1073,12468,1.0
1073,12471,1.0
1074,2008,1.0
1074,2018,1.0
1074,2074,1.0
1074,2134,1.0
1074,6964,1.0
1074,9254,1.0
1074,9387,1.0
1074,9845,1.0
1074,11493,1.0
1075,421,1.0
1075,726,1.0
1075,1596,1.0
1075,1598,1.0
1075,1735,1.0
1075,1835,1.0
1075,1851,1.0
1075,2541,1.0
1075,3078,1.0
1075,3818,1.0
1075,3935,1.0
1075,4422,1.0
1075,4500,1.0
1075,4785,1.0
1075,4937,1.0
1075,5873,1.0
1075,6268,1.0
1075,6606,1.0
1075,6774,1.0
1075,6898,1.0
1075,7154,1.0
1075,7579,1.0
1075,7693,1.0
1075,7953,1.0
1075,8816,1.0
1075,8915,1.0
1075,9170,1.0
1075,9411,1.0
1075,10273,1.0
1075,10416,1.0
1076,786,1.0
1076,2875,1.0
1076,3758,1.0
1076,6318,1.0
1076,6709,1.0
1076,6839,1.0
1076,6929,1.0
1076,7155,1.0
1076,7233,1.0
1076,7329,1.0
1076,7399,1.0
1076,7402,1.0
1076,7643,1.0
1076,7943,1.0
1076,8020,1.0
1076,8181,1.0
1076,8261,1.0
1076,9357,1.0
1077,644,1.0
1077,2466,1.0
1077,3375,1.0
1077,3728,1.0
1077,5561,1.0
1077,6360,1.0
1077,7802,1.0
1077,10316,1.0
1078,1682,1.0
1078,2812,1.0
1078,4494,1.0
1078,5144,1.0
1078,5839,1.0
1078,6495,1.0
1078,6655,1.0
1078,7502,1.0
1078,7656,1.0
1078,8004,1.0
1078,8340,1.0
1078,8524,1.0
1078,8588,1.0
1078,8615,1.0
1078,9137,1.0
1078,9479,1.0
1078,9768,1.0
1078,9875,1.0
1078,11216,1.0
1078,11360,1.0
1078,11621,1.0
1079,534,1.0
1079,1949,1.0
1079,2286,1.0
1079,4734,1.0
1079,6682,1.0
1079,7121,1.0
1079,8340,1.0
1079,9137,1.0
1079,9251,1.0
1079,9714,1.0
1079,11561,1.0
1079,11572,1.0
1079,11790,1.0
1080,661,1.0
1080,791,1.0
1080,1164,1.0
1080,1411,1.0
1080,1718,1.0
1080,2008,1.0
1080,2009,1.0
1080,2018,1.0
1080,2038,1.0
1080,2044,1.0
1080,2074,1.0
1080,2245,1.0
1080,2247,1.0
1080,2526,1.0
1080,2716,1.0
1080,2742,1.0
1080,2756,1.0
1080,2771,1.0
1080,2879,1.0
1080,2887,1.0
1080,3099,1.0
1080,3100,1.0
1080,3142,1.0
1080,3148,1.0
1080,3463,1.0
1080,4078,1.0
1080,4389,1.0
1080,4593,1.0
1080,4754,1.0
1080,5576,1.0
1080,5740,1.0
1080,7635,1.0
1080,8738,1.0
1080,9205,1.0
1081,3948,1.0
1081,5286,1.0
1081,5395,1.0
1081,6141,1.0
1081,7880,1.0
1081,8420,1.0
1081,9119,1.0
1081,9123,1.0
1081,9907,1.0
1081,10931,1.0
1081,12017,1.0
1081,12288,1.0
1082,3099,1.0
1082,3100,1.0
1082,3463,1.0
1082,3489,1.0
1082,4414,1.0
1082,4743,1.0
1082,5224,1.0
1082,5693,1.0
1082,5869,1.0
1082,7160,1.0
1082,7455,1.0
1082,7607,1.0
1083,886,1.0
1083,1474,1.0
1083,2373,1.0
1083,2675,1.0
1083,2769,1.0
1083,2823,1.0
1083,2973,1.0
1083,3126,1.0
1083,3306,1.0
1083,4454,1.0
1083,4642,1.0
1083,10196,1.0
1084,335,1.0
1084,1753,1.0
1084,3323,1.0
1084,6232,1.0
1084,8305,1.0
1084,8555,1.0
1084,10208,1.0
1084,10445,1.0
1084,10619,1.0
1085,119,1.0
1085,432,1.0
1085,454,1.0
1085,456,1.0
1085,517,1.0
1085,1675,1.0
1085,3624,1.0
1085,3976,1.0
1085,4652,1.0
1085,6584,1.0
1085,7943,1.0
1085,8345,1.0
1086,6454,1.0
1086,6899,1.0
1086,6904,1.0
1086,6932,1.0
1086,6937,1.0
1086,7056,1.0
1086,7059,1.0
1086,7146,1.0
1086,7183,1.0
1086,7204,1.0
1086,7206,1.0
1086,7237,1.0
1086,7240,1.0
1086,7301,1.0
1086,7319,1.0
1086,7402,1.0
1086,7418,1.0
1086,7440,1.0
1086,7479,1.0
1086,7624,1.0
1086,7626,1.0
1087,1100,1.0
1087,1222,1.0
1087,2458,1.0
1087,2826,1.0
1087,2836,1.0
1087,2917,1.0
1087,4793,1.0
1087,5153,1.0
1087,5535,1.0
1087,6167,1.0
1087,6195,1.0
1087,7502,1.0
1087,7656,1.0
1087,7970,1.0
1087,11412,1.0
1088,83,1.0
1088,750,1.0
1088,910,1.0
1088,1520,1.0
1088,1669,1.0
1088,2053,1.0
1088,2255,1.0
1088,3338,1.0
1088,3912,1.0
1088,4505,1.0
1088,4519,1.0
1088,4719,1.0
1088,5812,1.0
1088,6177,1.0
1088,6703,1.0
1088,6964,1.0
1088,7230,1.0
1088,8160,1.0
1088,8267,1.0
1088,8450,1.0
1088,8823,1.0
1088,9357,1.0
1088,9601,1.0
1088,9602,1.0
1088,9711,1.0
1088,9870,1.0
1088,10103,1.0
1088,10127,1.0
1088,10227,1.0
1088,10323,1.0
1088,10410,1.0
1088,10432,1.0
1088,10446,1.0
1088,10460,1.0
1088,10464,1.0
1088,10487,1.0
1088,10561,1.0
1088,10604,1.0
1088,10652,1.0
1088,10687,1.0
1088,10708,1.0
1088,10771,1.0
1088,10774,1.0
1088,10796,1.0
1088,10808,1.0
1088,10966,1.0
1088,10975,1.0
1088,10988,1.0
1088,11083,1.0
1088,11086,1.0
1088,11183,1.0
1088,11429,1.0
1088,11435,1.0
1088,11594,1.0
1088,11908,1.0
1089,1528,1.0
1089,2369,1.0
1089,2555,1.0
1089,3154,1.0
1089,3805,1.0
1089,5015,1.0
1089,6570,1.0
1089,6850,1.0
1089,7696,1.0
1089,7774,1.0
1089,8466,1.0
1089,9121,1.0
1090,182,1.0
1090,4069,1.0
1090,4140,1.0
1090,4446,1.0
1090,4477,1.0
1090,4791,1.0
1090,5855,1.0
1090,6755,1.0
1090,6857,1.0
1090,8227,1.0
1091,2551,1.0
1091,5358,1.0
1091,5697,1.0
1091,7938,1.0
1091,8315,1.0
1091,8433,1.0
1091,9051,1.0
1091,10420,1.0
1091,10725,1.0
1091,10961,1.0
1091,11029,1.0
1091,12100,1.0
1092,4231,1.0
1092,6655,1.0
1092,7116,1.0
1092,8916,1.0
1092,9858,1.0
1092,10088,1.0
1092,10139,1.0
1092,10204,1.0
1092,10485,1.0
1093,89,1.0
1093,1372,1.0
1093,1430,1.0
1093,1936,1.0
1093,5851,1.0
1093,8878,1.0
1093,9506,1.0
1093,12187,1.0
1094,7190,1.0
1094,7532,1.0
1094,7675,1.0
1094,8477,1.0
1094,10187,1.0
1094,10773,1.0
1094,11015,1.0
1094,11183,1.0
1094,11332,1.0
1094,11429,1.0
1094,11716,1.0
1094,12388,1.0
1095,2251,1.0
1095,8605,1.0
1095,11429,1.0
1095,11528,1.0
1095,11572,1.0
1095,11795,1.0
1095,12166,1.0
1095,12212,1.0
1095,12260,1.0
1096,378,1.0
1096,450,1.0
1096,1172,1.0
1096,2197,1.0
1096,3694,1.0
1096,3707,1.0
1096,3790,1.0
1096,4461,1.0
1096,4749,1.0
1096,6513,1.0
1096,6835,1.0
1096,6870,1.0
1096,6964,1.0
1096,8392,1.0
1096,8405,1.0
1096,8843,1.0
1096,9053,1.0
1096,9120,1.0
1096,9200,1.0
1096,9290,1.0
1096,9983,1.0
1096,10427,1.0
1096,10476,1.0
1096,11413,1.0
1096,11626,1.0
1096,12374,1.0
1096,12475,1.0
1097,2537,1.0
1097,2953,1.0
1097,3084,1.0
1097,4835,1.0
1097,4889,1.0
1097,5056,1.0
1097,5168,1.0
1097,5359,1.0
1097,5444,1.0
1097,5984,1.0
1097,6345,1.0
1097,6388,1.0
1097,7455,1.0
1097,9119,1.0
1097,9762,1.0
1097,10303,1.0
1097,10352,1.0
1097,10571,1.0
1097,10852,1.0
1097,11623,1.0
1097,12164,1.0
1097,12238,1.0
1098,4875,1.0
1098,5949,1.0
1098,6202,1.0
1098,7836,1.0
1098,8571,1.0
1098,9095,1.0
1098,9278,1.0
1098,9857,1.0
1098,10422,1.0
1098,10538,1.0
1098,11623,1.0
1099,3757,1.0
1099,4132,1.0
1099,4911,1.0
1099,5822,1.0
1099,5835,1.0
1099,9206,1.0
1099,9459,1.0
1099,9916,1.0
1099,11220,1.0
1099,12403,1.0
1100,6035,1.0
1100,6088,1.0
1100,6429,1.0
1100,7286,1.0
1100,7333,1.0
1100,7502,1.0
1100,7563,1.0
1100,7656,1.0
1100,11593,1.0
1100,11630,1.0
1101,108,1.0
1101,314,1.0
1101,1488,1.0
1101,1744,1.0
1101,1749,1.0
1101,5458,1.0
1101,7396,1.0
1101,8573,1.0
1101,11429,1.0
1101,11561,1.0
1102,49,1.0
1102,88,1.0
1102,91,1.0
1102,182,1.0
1102,314,1.0
1102,323,1.0
1102,335,1.0
1102,399,1.0
1102,419,1.0
1102,691,1.0
1102,692,1.0
1102,786,1.0
1102,806,1.0
1102,846,1.0
1102,860,1.0
1102,946,1.0
1102,948,1.0
1102,974,1.0
1102,989,1.0
1102,990,1.0
1102,1031,1.0
1102,1071,1.0
1102,1078,1.0
1102,1095,1.0
1102,1103,1.0
1102,1104,1.0
1102,1142,1.0
1102,1147,1.0
1102,1197,1.0
1102,1234,1.0
1102,1246,1.0
1102,1316,1.0
1102,1326,1.0
1102,1362,1.0
1102,1404,1.0
1102,1414,1.0
1102,1424,1.0
1102,1526,1.0
1102,1546,1.0
1102,1854,1.0
1102,1916,1.0
1102,1979,1.0
1102,2028,1.0
1102,2086,1.0
1102,2123,1.0
1102,2189,1.0
1102,2293,1.0
1102,2313,1.0
1102,2435,1.0
1102,2441,1.0
1102,2602,1.0
1102,2609,1.0
1102,2667,1.0
1102,2727,1.0
1102,2771,1.0
1102,2791,1.0
1102,2810,1.0
1102,2859,1.0
1102,2907,1.0
1102,2910,1.0
1102,2912,1.0
1102,3166,1.0
1102,3168,1.0
1102,3169,1.0
1102,3177,1.0
1102,3178,1.0
1102,3187,1.0
1102,3190,1.0
1102,3220,1.0
1102,3222,1.0
1102,3247,1.0
1102,3267,1.0
1102,3304,1.0
1102,3319,1.0
1102,3332,1.0
1102,3551,1.0
1102,3558,1.0
1102,3585,1.0
1102,3609,1.0
1102,3806,1.0
1102,3976,1.0
1102,3994,1.0
1102,4069,1.0
1102,4123,1.0
1102,4196,1.0
1102,4512,1.0
1102,4535,1.0
1102,4573,1.0
1102,4681,1.0
1102,4763,1.0
1102,5151,1.0
1102,5275,1.0
1102,5782,1.0
1102,5858,1.0
1102,6004,1.0
1102,6026,1.0
1102,6068,1.0
1102,6090,1.0
1102,6091,1.0
1102,6464,1.0
1102,6604,1.0
1102,6857,1.0
1102,7504,1.0
1102,7534,1.0
1102,8222,1.0
1102,8969,1.0
1102,12031,1.0
1102,12336,1.0
1103,500,1.0
1103,598,1.0
1103,811,1.0
1103,1466,1.0
1103,1522,1.0
1103,1702,1.0
1103,1939,1.0
1103,1951,1.0
1103,2036,1.0
1103,2074,1.0
1103,2403,1.0
1103,2642,1.0
1103,3210,1.0
1103,4365,1.0
1103,4631,1.0
1103,4922,1.0
1103,5956,1.0
1103,5974,1.0
1103,6291,1.0
1103,7065,1.0
1103,7121,1.0
1103,8542,1.0
1103,8592,1.0
1103,10454,1.0
1103,10679,1.0
1103,11010,1.0
1103,11013,1.0
1104,1205,1.0
1104,2693,1.0
1104,5587,1.0
1104,5914,1.0
1104,7116,1.0
1104,7785,1.0
1104,7941,1.0
1104,10157,1.0
1104,10630,1.0
1104,10800,1.0
1104,10816,1.0
1104,10988,1.0
1105,245,1.0
1105,2357,1.0
1105,2484,1.0
1105,3151,1.0
1105,4876,1.0
1105,5075,1.0
1105,5917,1.0
1105,6294,1.0
1105,6820,1.0
1105,6974,1.0
1105,7314,1.0
1105,11429,1.0
1106,13,1.0
1106,132,1.0
1106,216,1.0
1106,2366,1.0
1106,2403,1.0
1106,2419,1.0
1106,2451,1.0
1106,2479,1.0
1106,2537,1.0
1106,2696,1.0
1106,2806,1.0
1106,3323,1.0
1106,3752,1.0
1106,4365,1.0
1106,4776,1.0
1106,5100,1.0
1106,5257,1.0
1106,5670,1.0
1106,5754,1.0
1106,5903,1.0
1106,7898,1.0
1106,8127,1.0
1106,8468,1.0
1107,82,1.0
1107,172,1.0
1107,306,1.0
1107,393,1.0
1107,1116,1.0
1107,1693,1.0
1107,1726,1.0
1107,1737,1.0
1107,2178,1.0
1107,2186,1.0
1107,2275,1.0
1107,2563,1.0
1107,2684,1.0
1107,2696,1.0
1107,2711,1.0
1107,2806,1.0
1107,2815,1.0
1107,3001,1.0
1107,3012,1.0
1107,3020,1.0
1107,3051,1.0
1107,3254,1.0
1107,4121,1.0
1107,4799,1.0
1107,5103,1.0
1107,5106,1.0
1107,5251,1.0
1107,5682,1.0
1107,5942,1.0
1107,7049,1.0
1107,7222,1.0
1107,7256,1.0
1107,7342,1.0
1107,7516,1.0
1107,8789,1.0
1107,9201,1.0
1107,9289,1.0
1107,9554,1.0
1107,9966,1.0
1107,10423,1.0
1107,10783,1.0
1107,11385,1.0
1108,265,1.0
1108,809,1.0
1108,817,1.0
1108,1492,1.0
1108,5333,1.0
1108,5380,1.0
1108,5451,1.0
1108,6886,1.0
1108,8849,1.0
1108,11713,1.0
1109,846,1.0
1109,1015,1.0
1109,1350,1.0
1109,2006,1.0
1109,2806,1.0
1109,2860,1.0
1109,3470,1.0
1109,3666,1.0
1109,3694,1.0
1109,4392,1.0
1109,5608,1.0
1109,5829,1.0
1109,7635,1.0
1109,10982,1.0
1109,12144,1.0
1110,5155,1.0
1110,6596,1.0
1110,7701,1.0
1110,8150,1.0
1110,8373,1.0
1110,8811,1.0
1110,9119,1.0
1110,9219,1.0
1110,9273,1.0
1110,9714,1.0
1110,9860,1.0
1110,10083,1.0
1110,10529,1.0
1110,10550,1.0
1110,10746,1.0
1110,10788,1.0
1110,10999,1.0
1110,11206,1.0
1110,11317,1.0
1110,11332,1.0
1110,11444,1.0
1110,11619,1.0
1110,11716,1.0
1110,11880,1.0
1110,11926,1.0
1110,12207,1.0
1110,12262,1.0
1110,12388,1.0
1111,171,1.0
1111,605,1.0
1111,3113,1.0
1111,3121,1.0
1111,3134,1.0
1111,3177,1.0
1111,3254,1.0
1111,3268,1.0
1111,4405,1.0
1111,4692,1.0
1111,6685,1.0
1111,7735,1.0
1111,7839,1.0
1111,8036,1.0
1112,1783,1.0
1112,1851,1.0
1112,2882,1.0
1112,3126,1.0
1112,3444,1.0
1112,5604,1.0
1112,6586,1.0
1112,6887,1.0
1112,6918,1.0
1112,7671,1.0
1112,8150,1.0
1112,8440,1.0
1112,8562,1.0
1112,9256,1.0
1112,9446,1.0
1113,1848,1.0
1113,2518,1.0
1113,2560,1.0
1113,5552,1.0
1113,5941,1.0
1113,6318,1.0
1113,9357,1.0
1113,10864,1.0
1114,5348,1.0
1114,5453,1.0
1114,6063,1.0
1114,6175,1.0
1114,8352,1.0
1114,10051,1.0
1114,11514,1.0
1114,11742,1.0
1114,12367,1.0
1115,358,1.0
1115,593,1.0
1115,747,1.0
1115,787,1.0
1115,962,1.0
1115,1060,1.0
1115,1079,1.0
1115,1826,1.0
1115,2815,1.0
1115,3917,1.0
1115,3938,1.0
1115,3940,1.0
1115,4761,1.0
1115,4999,1.0
1115,5014,1.0
1115,5420,1.0
1115,5756,1.0
1115,6050,1.0
1115,6265,1.0
1115,6301,1.0
1115,6779,1.0
1115,6794,1.0
1115,6947,1.0
1115,6992,1.0
1115,7136,1.0
1115,7215,1.0
1115,7286,1.0
1115,7476,1.0
1115,7782,1.0
1115,7885,1.0
1115,7976,1.0
1115,8099,1.0
1115,8257,1.0
1115,8357,1.0
1115,8377,1.0
1115,8409,1.0
1115,8668,1.0
1115,9448,1.0
1115,9456,1.0
1115,10907,1.0
1115,11365,1.0
1115,12061,1.0
1116,489,1.0
1116,986,1.0
1116,1217,1.0
1116,2375,1.0
1116,8861,1.0
1116,10467,1.0
1116,11413,1.0
1116,11961,1.0
1117,1291,1.0
1117,1925,1.0
1117,2018,1.0
1117,2030,1.0
1117,2044,1.0
1117,2074,1.0
1117,2134,1.0
1117,2173,1.0
1117,2199,1.0
1117,2208,1.0
1117,2222,1.0
1117,2241,1.0
1117,2271,1.0
1117,2291,1.0
1117,2347,1.0
1117,2738,1.0
1117,3506,1.0
1117,3631,1.0
1117,3632,1.0
1117,3732,1.0
1117,4369,1.0
1117,5483,1.0
1117,5884,1.0
1117,7332,1.0
1117,7340,1.0
1117,7569,1.0
1117,9422,1.0
1117,10430,1.0
1118,3076,1.0
1118,3105,1.0
1118,3110,1.0
1118,3115,1.0
1118,3201,1.0
1118,3851,1.0
1118,5180,1.0
1118,5342,1.0
1118,6594,1.0
1118,6595,1.0
1118,7222,1.0
1118,8541,1.0
1118,11935,1.0
1119,69,1.0
1119,687,1.0
1119,949,1.0
1119,1149,1.0
1119,4158,1.0
1119,5801,1.0
1119,6083,1.0
1119,6103,1.0
1119,6202,1.0
1119,7283,1.0
1119,7848,1.0
1119,8094,1.0
1119,8304,1.0
1119,8861,1.0
1119,9075,1.0
1119,9311,1.0
1119,9888,1.0
1119,9989,1.0
1119,10224,1.0
1119,10250,1.0
1119,10467,1.0
1119,10929,1.0
1119,10934,1.0
1119,11797,1.0
1119,12054,1.0
1120,39,1.0
1120,52,1.0
1120,152,1.0
1120,390,1.0
1120,396,1.0
1120,411,1.0
1120,414,1.0
1120,453,1.0
1120,480,1.0
1120,575,1.0
1120,978,1.0
1120,990,1.0
1120,1118,1.0
1120,1507,1.0
1120,2241,1.0
1120,2317,1.0
1120,2504,1.0
1120,2695,1.0
1120,3179,1.0
1120,3666,1.0
1120,3711,1.0
1120,4671,1.0
1120,5327,1.0
1120,5405,1.0
1120,5763,1.0
1120,5925,1.0
1120,5973,1.0
1120,6051,1.0
1120,6234,1.0
1120,6408,1.0
1120,6438,1.0
1120,6484,1.0
1120,6511,1.0
1120,6820,1.0
1120,7043,1.0
1120,7163,1.0
1120,7652,1.0
1120,9385,1.0
1120,9561,1.0
1120,10346,1.0
1120,10879,1.0
1121,1034,1.0
1121,5949,1.0
1121,7846,1.0
1121,9615,1.0
1121,9790,1.0
1121,10095,1.0
1121,10437,1.0
1121,11152,1.0
1122,1173,1.0
1122,2075,1.0
1122,2077,1.0
1122,2423,1.0
1122,2443,1.0
1122,3070,1.0
1122,3206,1.0
1122,4813,1.0
1122,4996,1.0
1122,5520,1.0
1122,5658,1.0
1122,6804,1.0
1122,6898,1.0
1122,7257,1.0
1122,7487,1.0
1122,8370,1.0
1122,10790,1.0
1122,12008,1.0
1123,2899,1.0
1123,2934,1.0
1123,3964,1.0
1123,5139,1.0
1123,5493,1.0
1123,6881,1.0
1123,7321,1.0
1123,7329,1.0
1123,8210,1.0
1123,8579,1.0
1123,8607,1.0
1123,8918,1.0
1124,6610,1.0
1124,7243,1.0
1124,7282,1.0
1124,7624,1.0
1124,8193,1.0
1124,8206,1.0
1124,8225,1.0
1124,8542,1.0
1124,8704,1.0
1124,8737,1.0
1124,8749,1.0
1124,8947,1.0
1124,9271,1.0
1124,9481,1.0
1124,9525,1.0
1124,9622,1.0
1124,9714,1.0
1124,9869,1.0
1124,10278,1.0
1125,3919,1.0
1125,4166,1.0
1125,4997,1.0
1125,5403,1.0
1125,5885,1.0
1125,6223,1.0
1125,7602,1.0
1125,8973,1.0
1125,9200,1.0
1125,10453,1.0
1125,10913,1.0
1125,11305,1.0
1126,235,1.0
1126,413,1.0
1126,748,1.0
1126,954,1.0
1126,1556,1.0
1126,1575,1.0
1126,1684,1.0
1126,2964,1.0
1126,4155,1.0
1126,5458,1.0
1126,6032,1.0
1126,6900,1.0
1126,8520,1.0
1126,9330,1.0
1126,9465,1.0
1127,178,1.0
1127,1568,1.0
1127,2402,1.0
1127,2602,1.0
1127,2870,1.0
1127,4090,1.0
1127,4578,1.0
1127,7208,1.0
1127,7666,1.0
1127,8384,1.0
1128,474,1.0
1128,3024,1.0
1128,7846,1.0
1128,8254,1.0
1128,8384,1.0
1128,8774,1.0
1128,9610,1.0
1128,9716,1.0
1128,9917,1.0
1128,10050,1.0
1128,10495,1.0
1128,10575,1.0
1128,12255,1.0
1129,4,1.0
1129,844,1.0
1129,864,1.0
1129,900,1.0
1129,907,1.0
1129,927,1.0
1129,1047,1.0
1129,1116,1.0
1129,1136,1.0
1129,1158,1.0
1129,1224,1.0
1129,1798,1.0
1129,2267,1.0
1129,2593,1.0
1129,2811,1.0
1129,2821,1.0
1129,3184,1.0
1129,4468,1.0
1129,4671,1.0
1129,5213,1.0
1129,5504,1.0
1129,5534,1.0
1129,5765,1.0
1129,6284,1.0
1129,6555,1.0
1129,6709,1.0
1129,6820,1.0
1129,6854,1.0
1129,6958,1.0
1129,6960,1.0
1129,6971,1.0
1129,6977,1.0
1129,7049,1.0
1129,7071,1.0
1129,7079,1.0
1129,7106,1.0
1129,7122,1.0
1129,7130,1.0
1129,7143,1.0
1129,7149,1.0
1129,7150,1.0
1129,7151,1.0
1129,7155,1.0
1129,7178,1.0
1129,7195,1.0
1129,7199,1.0
1129,7217,1.0
1129,7223,1.0
1129,7233,1.0
1129,7245,1.0
1129,7306,1.0
1129,7311,1.0
1129,7318,1.0
1129,7326,1.0
1129,7346,1.0
1129,7376,1.0
1129,7389,1.0
1129,7420,1.0
1129,7431,1.0
1129,7466,1.0
1129,7475,1.0
1129,7478,1.0
1129,7480,1.0
1129,7501,1.0
1129,7508,1.0
1129,7514,1.0
1129,7567,1.0
1129,7641,1.0
1129,7667,1.0
1129,7680,1.0
1129,7683,1.0
1129,7722,1.0
1129,7734,1.0
1129,7765,1.0
1129,7780,1.0
1129,7781,1.0
1129,7791,1.0
1129,7814,1.0
1129,7826,1.0
1129,7861,1.0
1129,7871,1.0
1129,7876,1.0
1129,7921,1.0
1129,7998,1.0
1129,8006,1.0
1129,8080,1.0
1129,8087,1.0
1129,8104,1.0
1129,8126,1.0
1129,8182,1.0
1129,8197,1.0
1129,8730,1.0
1129,9849,1.0
1130,751,1.0
1130,752,1.0
1130,1005,1.0
1130,1137,1.0
1130,1498,1.0
1130,1847,1.0
1130,1985,1.0
1130,2129,1.0
1130,3414,1.0
1130,4299,1.0
1130,4369,1.0
1130,4492,1.0
1130,4859,1.0
1130,4920,1.0
1130,4971,1.0
1130,5080,1.0
1130,5768,1.0
1130,6878,1.0
1130,7332,1.0
1130,8041,1.0
1130,8130,1.0
1130,8366,1.0
1130,9428,1.0
1130,9621,1.0
1130,9805,1.0
1130,10145,1.0
1130,10181,1.0
1130,11374,1.0
1130,11380,1.0
1130,11726,1.0
1131,674,1.0
1131,835,1.0
1131,1667,1.0
1131,2184,1.0
1131,2204,1.0
1131,2765,1.0
1131,2980,1.0
1131,3183,1.0
1131,3676,1.0
1131,3757,1.0
1131,3981,1.0
1131,4692,1.0
1131,5422,1.0
1131,6653,1.0
1131,9266,1.0
1131,9849,1.0
1131,10757,1.0
1131,11040,1.0
1131,11097,1.0
1131,11281,1.0
1131,11418,1.0
1131,11747,1.0
1131,12238,1.0
1132,123,1.0
1132,445,1.0
1132,478,1.0
1132,1613,1.0
1132,2160,1.0
1132,3207,1.0
1132,3585,1.0
1132,4070,1.0
1132,4227,1.0
1132,4769,1.0
1132,7254,1.0
1132,7329,1.0
1132,7643,1.0
1132,8573,1.0
1132,9526,1.0
1132,10138,1.0
1132,10827,1.0
1133,2313,1.0
1133,3006,1.0
1133,3108,1.0
1133,3247,1.0
1133,3306,1.0
1133,3649,1.0
1133,4154,1.0
1133,4215,1.0
1133,4431,1.0
1133,4628,1.0
1133,5361,1.0
1133,6068,1.0
1133,6395,1.0
1133,6604,1.0
1133,6900,1.0
1133,11418,1.0
1134,422,1.0
1134,423,1.0
1134,910,1.0
1134,978,1.0
1134,1514,1.0
1134,1605,1.0
1134,2202,1.0
1134,4643,1.0
1134,5306,1.0
1134,5309,1.0
1134,6464,1.0
1134,8332,1.0
1134,11435,1.0
1135,163,1.0
1135,3131,1.0
1135,4010,1.0
1135,4277,1.0
1135,8844,1.0
1135,8862,1.0
1135,8979,1.0
1135,10585,1.0
1135,11109,1.0
1136,339,1.0
1136,2620,1.0
1136,2623,1.0
1136,2624,1.0
1136,2723,1.0
1136,2748,1.0
1136,4746,1.0
1136,8051,1.0
1137,1130,1.0
1137,2285,1.0
1137,2457,1.0
1137,2654,1.0
1137,3418,1.0
1137,3728,1.0
1137,4156,1.0
1137,5345,1.0
1137,8635,1.0
1138,612,1.0
1138,781,1.0
1138,788,1.0
1138,794,1.0
1138,2183,1.0
1138,2236,1.0
1138,2249,1.0
1138,2254,1.0
1138,2316,1.0
1138,2356,1.0
1138,2940,1.0
1138,5258,1.0
1138,5616,1.0
1138,5794,1.0
1139,936,1.0
1139,1386,1.0
1139,1560,1.0
1139,1899,1.0
